Date,Gold,SP500,US 10Y,UK 10Y,USDJPY,GBPUSD,NIKKEI
2/28/2018,1330.73,2705.16,2.87,1.6034,106.62,1.3794,22068.24
3/31/2018,1324.66,2702.77,2.87,1.508,106.2,1.4027,21454.3
4/30/2018,1334.76,2653.63,2.95,1.5108,109.28,1.3751,22467.87
5/31/2018,1303.45,2701.49,2.83,1.5016,108.73,1.3289,22201.82
6/30/2018,1281.57,2754.35,2.85,1.4229,110.71,1.3197,22304.51
7/31/2018,1237.71,2793.64,2.96,1.3739,111.88,1.3125,22553.72
8/31/2018,1201.71,2857.82,2.86,1.3991,110.98,1.2964,22865.15
9/30/2018,1198.39,2901.5,3.05,1.5023,113.48,1.3053,24120.04
10/31/2018,1215.39,2785.46,3.15,1.5462,112.86,1.2779,21920.46
11/30/2018,1220.65,2723.23,3.01,1.4541,113.54,1.2772,22351.06
12/31/2018,1250.4,2567.31,2.69,1.3125,109.7,1.2763,20014.77
1/31/2019,1291.75,2607.39,2.63,1.3221,108.84,1.3135,20773.49
2/28/2019,1320.07,2754.86,2.73,1.239,111.38,1.3274,21385.16
3/31/2019,1300.9,2803.98,2.41,1.19,110.68,1.3032,21205.81
4/30/2019,1285.91,2903.8,2.51,1.1906,111.4,1.303,22258.73
5/31/2019,1283.7,2854.71,2.14,1.13,108.66,1.262,20601.19
6/30/2019,1359.04,2890.17,2,0.919,107.84,1.2704,21275.92
7/31/2019,1412.89,2996.113636,2.02,0.8304,108.58,1.222,21521.53
8/31/2019,1500.41,2897.498182,1.5,0.5776,106.3,1.2166,20704.37
9/30/2019,1510.58,2982.156,1.68,0.5981,108.11,1.2305,21755.84
10/31/2019,1494.81,2977.68,1.69,0.6373,108.09,1.2939,22927.04
11/30/2019,1470.79,3104.9045,1.78,0.765,109.47,1.2939,23293.91
12/31/2019,1479.13,3176.749524,1.92,0.8308,108.67,1.3269,23656.62
1/31/2020,1560.67,3278.202857,1.51,0.7235,108.5,1.3195,23205.18
2/29/2020,1597.1,3277.314211,1.13,0.633,108.12,1.2778,21142.96
3/31/2020,1591.93,2652.393636,0.7,0.4609,107.53,1.2454,18917.01
4/30/2020,1683.17,2761.975238,0.64,0.3577,106.94,1.2602,20193.69
5/31/2020,1715.91,2919.615,0.65,0.2743,107.77,1.232,21877.89
6/30/2020,1732.22,3104.660909,0.66,0.278,107.77,1.2369,22288.14
7/31/2020,1846.51,3207.619091,0.55,0.2094,105.78,1.3133,21710
8/31/2020,1968.63,3391.71,0.72,0.2717,105.84,1.3375,23139.76
9/30/2020,1921.92,3365.516667,0.69,0.273,105.58,1.2921,23185.12
10/31/2020,1900.27,3418.701364,0.88,0.3058,104.54,1.2933,22977.13
11/30/2020,1866.3,3548.9925,0.84,0.3836,104.38,1.3338,26433.62
12/31/2020,1858.42,3695.31,0.93,0.3224,103.19,1.3662,27444.17
1/31/2021,1866.98,3793.748421,1.11,0.3672,104.64,1.3723,27663.39
2/28/2021,1808.17,3883.432105,1.44,0.6222,106.64,1.3947,28966.01
3/31/2021,1718.23,3910.508261,1.74,0.8456,110.61,1.3795,29178.8
4/30/2021,1760.04,4141.17619,1.65,0.8515,109.33,1.3838,28812.63
5/31/2021,1850.26,4167.8495,1.65,0.9058,109.33,1.3838,28860.08
6/30/2021,1834.57,4238.489545,1.45,0.8549,111.05,1.3806,28791.53
7/31/2021,1807.84,4363.712857,1.24,0.6979,109.7,1.3913,27283.59
8/31/2021,1785.28,4454.206364,1.3,0.644,110.05,1.3747,28089.54
9/30/2021,1775.14,4445.543333,1.52,0.8023,111.5,1.347,29452.66
10/31/2021,1776.85,4460.707143,1.55,1.083,114.03,1.3686,28892.69
11/30/2021,1821.76,4667.386667,1.43,0.9394,113.22,1.3252,27821.76
12/31/2021,1790.43,4674.772727,1.52,0.8375,113.22,1.3252,28791.71
1/31/2022,1816.02,4573.8155,1.79,1.2051,115.22,1.3439,27001.98
2/28/2022,1856.3,4435.980526,1.83,1.4891,115.11,1.3419,26526.82
3/31/2022,1947.83,4391.265217,2.32,1.5457,121.44,1.3152,27821.43
4/30/2022,1936.86,4391.296,2.89,1.8362,129.84,1.2565,26847.9
5/31/2022,1848.5,4040.36,2.85,1.9069,128.53,1.2624,27279.8
6/30/2022,1836.57,3898.946667,2.98,2.3824,135.69,1.2162,26393.04
7/31/2022,1732.74,3911.7295,2.67,2.1454,133.25,1.2183,27801.64
8/31/2022,1764.56,4158.563043,3.15,2.3278,138.69,1.1647,28091.53
9/30/2022,1680.78,3850.520476,3.83,3.5007,144.71,1.1134,25937.21
10/31/2022,1664.45,3726.050952,4.1,4.1096,148.63,1.1515,27587.46
11/30/2022,1725.07,3917.488571,3.68,3.4171,139.31,1.1962,27968.99
12/31/2022,1797.55,3912.380952,3.88,3.5015,131.81,1.2077,26094.5
1/31/2023,1897.71,3960.6565,3.52,3.5115,130.17,1.2324,27327.11
2/28/2023,1854.54,4079.684737,3.92,3.5553,136.09,1.2093,27445.56
3/31/2023,1912.73,3968.55913,3.48,3.5638,132.75,1.2369,28041.48
4/30/2023,1999.77,4121.467368,3.44,3.6503,135.99,1.2582,28856.44
5/31/2023,1992.13,4146.173182,3.64,3.9621,139.78,1.2396,30887.88
6/30/2023,1942.9,4345.372857,3.81,4.3659,144.47,1.2709,33189.04
7/31/2023,1951.02,4508.0755,3.97,4.4372,142.18,1.2857,33172.22
8/31/2023,1918.7,4457.358696,4.09,4.5298,145.68,1.2667,32619.34
9/30/2023,1915.95,4515.77,4.59,4.4199,149.43,1.2214,31857.62
10/31/2023,1916.25,4269.400909,4.88,4.5695,151.46,1.2135,30858.85
11/30/2023,1984.11,4460.063333,4.37,4.2721,147.87,1.264,33486.89
12/31/2023,2026.18,4685.0515,3.88,3.8622,140.92,1.2743,33464.17
1/31/2024,2034.04,4815.613913,3.99,3.9319,146.26,1.2733,36286.71
2/29/2024,2023.24,5011.9615,4.25,4.123,149.9,1.2632,39166.19
3/31/2024,2158.01,5170.5725,4.25,4.033,151.22,1.2637,40369.44
4/30/2024,2331.45,5112.492727,4.69,4.2172,157.54,1.2514,38405.66
5/31/2024,2351.13,5235.225455,4.51,4.2229,157.19,1.2738,38487.9
6/30/2024,2326.44,5415.140526,4.36,4.1644,160.88,1.264,39583.08
7/31/2024,2398.2,5538.004545,4.09,4.1386,150.38,1.284,39101.82
8/31/2024,2470.15,5478.214545,3.91,3.9444,145.95,1.3132,38647.75
9/30/2024,2570.55,5621.2605,3.81,3.9053,143.25,1.3399,37919.55
10/31/2024,2690.08,5792.319565,4.28,4.1993,152.35,1.2856,39081.25
11/30/2024,2651.13,5929.916,4.18,4.4164,150.41,1.2699,38208.03
12/31/2024,2648.01,6010.908571,4.58,4.4345,157.37,1.2521,39894.54
1/31/2025,2709.69,5979.5155,4.58,4.6627,154.91,1.2447,39572.49
2/28/2025,2894.73,6038.69,4.24,4.5063,150.64,1.2591,37155.5
3/31/2025,3122.8,5683.983333,4.23,4.5063,149.9,1.2896,35617.56
